SMILES,tg,src
C=CC(=O)OCCCC,219.24957305449024,"['https://www.polymerdatabase.com/polymers/polybutylacrylate.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=CC,256.8507157534822,"['https://www.polymerdatabase.com/polymers/polypropylene.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=CC(=O)OC,280.74966567581896,"['https://www.polymerdatabase.com/polymers/polymethylacrylate.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
CC1CO1,205.6661258329932,"['https://www.polymerdatabase.com/polymers/polypropyleneglycol.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
CCCCCCOCC1CO1,188.3327440571184,"['https://www.polymerdatabase.com/polymers/Poly2-(hexoxymethyl)oxirane.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=Cc1cc(F)ccc1F,373.9999999999999,"['https://www.polymerdatabase.com/polymers/poly25-difluorostyrene.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=Cc1ccc(F)cc1,377.9973498129842,"['https://www.polymerdatabase.com/polymers/poly4-fluorostyrene.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=Cc1ccc(Br)cc1,414.9903302532314,"['https://www.polymerdatabase.com/polymers/poly4-bromostyrene.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
CCCCOCC1CO1,193.99999999999997,"['https://www.polymerdatabase.com/polymers/Poly3-butoxypropylene%20oxide.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1.O=C(O)c1ccc(C(=O)O)cc1,473.9915847699205,"['https://www.polymerdatabase.com/polymers/poly(bisphenolAterephthalate).html', 'https://www.polymerdatabase.com/polymers/poly(bisphenolAterephthalate).html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano']"
C=Cc1cccc(Cl)c1,362.9999999999999,"['https://www.polymerdatabase.com/polymers/poly3-chlorostyrene.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=Cc1ccccc1Cl,392.997459770738,"['https://www.polymerdatabase.com/polymers/poly2-chlorostyrene.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=C(Cl)Cl,260.58409119311096,"['https://www.polymerdatabase.com/polymers/polyvinylidenechloride.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=CCl,352.7677157432571,"['https://www.polymerdatabase.com/polymers/polyvinylchloride.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano']"
FC(F)=C(F)Cl,368.61532609604313,"['https://www.polymerdatabase.com/polymers/Polychlorotrifluoroethylene.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
COCC1CO1,210.99999999999997,"['https://www.polymerdatabase.com/polymers/Polyglycidyl%20methyl%20ether.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
[CH2]C[O],230.87530360093768,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', '10.1021/ma800327c', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=C(C)C(=O)OC1CCCCC1,364.72585406841216,"['https://www.polymerdatabase.com/polymers/polycyclohexylmethacrylate.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=C(C)C(=O)OCCCCCCCCCCCC,217.99999999999997,"['https://www.polymerdatabase.com/polymers/polydodecylmethacrylate.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=Cc1ccncc1,414.9999999999999,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', '10.1021/acs.macromol.5b02670', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=CO,333.72444314209406,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', '10.1021/ma0611826', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=COCCCCCC,208.99999999999997,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=COCC,253.99999999999991,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1.O=C(O)O,422.9999999999999,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=COC,250.8923841453504,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', '10.1021/ma102121t', '10.1021/ma401052x']"
Cc1c[c]cc(C)c1[O],481.99999999999983,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
O=C1OCCOC(=O)c2cccc1c2,323.9999999999999,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=CSC,271.99999999999994,"['https://www.polymerdatabase.com/polymers/polyvinylmethylsulfide.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=COC(=O)CC,282.9999999999999,"['https://www.polymerdatabase.com/polymers/polyvinylpropionate.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=COC=O,304.99672844291564,"['https://www.polymerdatabase.com/polymers/polyvinylformate.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=C(C)C(=O)OC(C)(C)C,383.6318447758724,"['https://www.polymerdatabase.com/polymers/polytert-butylmethacrylate.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=C(C)C(=O)OCCCl,364.9999999999999,"['https://www.polymerdatabase.com/polymers/poly2-chloroethylmethacrylate.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=C(C)C(=O)Oc1ccccc1,389.6379875419892,"['https://www.polymerdatabase.com/polymers/polyphenylmethacrylate.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C[C@H](O)C(=O)O,328.0604241247822,"['10.1021/ma300288v', '10.1021/ma301482j', '10.1021/ma3010982']"
C=CC=C,198.02892139514867,"['https://www.polymerdatabase.com/polymers/poly12-butadiene.html', 'https://www.polymerdatabase.com/polymers/poly14-butadiene.html', '10.1021/ma802488a']"
C=C(C)C(=O)OC(C)C,336.3942014503065,"['https://www.polymerdatabase.com/polymers/polyisopropylmethacrylate.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=CC=CC,210.0710179212273,"['https://www.polymerdatabase.com/polymers/polyisoprene.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=C(C)C(=O)OCC(C)C,324.4625167312505,"['https://www.polymerdatabase.com/polymers/polyisobutylmethacrylate.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=CC(=O)OCCCCCCCC,207.99999999999997,"['https://www.polymerdatabase.com/polymers/polyoctylacrylate.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=CCCCCC,223.6071984992677,"['https://www.polymerdatabase.com/polymers/polyheptene.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=CCC,233.53138739907905,"['https://www.polymerdatabase.com/polymers/polybutylene.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=CC(C)C,322.9999999999999,"['https://www.polymerdatabase.com/polymers/polyisopropylethylene.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
NCCCCCCCCCC(=O)O,315.666314429745,"['https://www.polymerdatabase.com/polymers/nylon10.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
NCCCCCCCCCCC(=O)O,319.7610113368883,"['https://www.polymerdatabase.com/polymers/nylon11.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
NCCCCCCCCCCCC(=O)O,310.99679142549127,"['https://www.polymerdatabase.com/polymers/nylon12.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=C(C)C#N,391.326214810206,"['https://www.polymerdatabase.com/polymers/polymethacrylonitrile.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=CCCCC,222.99999999999997,"['https://www.polymerdatabase.com/polymers/polybutylethylene.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=CC(=O)OCCC,229.66473522356685,"['https://www.polymerdatabase.com/polymers/polypropylacrylate.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=CC(=O)OCCCCCC,215.6661509362233,"['https://www.polymerdatabase.com/polymers/polyhexylacrylate.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=CC(=O)OC(C)CC,252.99999999999991,"['https://www.polymerdatabase.com/polymers/polysec-butylacrylate.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=CCCC,227.891902692521,"['https://www.polymerdatabase.com/polymers/polypentene.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=CC(=O)OCC(C)C,245.96311166092167,"['https://www.polymerdatabase.com/polymers/polyisobutylacrylate.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=COC(C)CC,253.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
O=C1CCCCCCCCC(=O)OCCO1,243.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
O=C([O-])c1ccc(O)cc1,420.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=CCCCC(C)C,239.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=COCC(C)C,251.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=CC(=O)OC(C)CCCCC,235.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C[CH]CCCC(C)C([O])=O,240.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
[CH2]C(C[O])(CCl)CCl,265.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=CC(=O)OC(CC)CC,257.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=CCCC(C)C,259.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=CC(=O)OC(C)CCCCCC,228.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=COC(C)C,270.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
O=C1CCC(=O)OCCO1,272.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=COC(=O)CCC,278.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=Cc1ccc(COCCCCCC)cc1,278.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=Cc1ccc(CCCC)cc1,279.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=C(C)C(=O)OCC(CC)CC,284.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=Cc1ccccc1OCCCCCCCC,286.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=C(C)C(=O)OCCOC,293.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
O=C1CCCCC(=O)OCCO1,233.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
O=C1CCCCC(=O)OCCCCCCCCCCO1,217.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
O=C1CCCCCCCC(=O)OCCO1,228.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
CC1CS1,226.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=CN1CCCC1=O,430.3184867049056,"['https://www.polymerdatabase.com/polymers/polyvinylpyrrolidone.html', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano']"
C=CC(=O)NC(C)C,355.5007735575269,"['https://www.polymerdatabase.com/polymers/polyn-isopropylacrylamide.html', '10.1021/ma300355k']"
FC(F)=C(F)c1c(F)c(F)c(F)c(F)c1F,467.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=COCCCC,221.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'Prediction of Polymer Properties 3rd edition by Jozef Bicerano']"
C=Cc1ccccc1CO,433.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
[CH2]CCC[O],190.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=COCCCCCCCC,194.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
[CH2]CC[O],195.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=COCCCCCCCCCC,197.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
FC(F)=C(F)C(F)(F)F,425.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
[CH2]CCCCCCC[O],203.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=CC(=C)C,203.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
[CH2]CCCCC[O],204.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
O=C1CCCCC(=O)OCCCCO1,205.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=Cn1c2ccccc2c2ccccc21,423.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=COCCCCC,207.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=COCC(CC)CCCC,207.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=CC(=O)OCCCCCCC,213.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=CC(=O)OCCCCCCCCC,215.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
[CH2][O],218.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
[CH2]CC(C)CCC([O])=O,220.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C=Cc1ccc(COCCC)cc1,295.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
C1=CCCC1,178.0,"['https://www.polymerdatabase.com/polymers/poly-1-pentenylene.html', 'https://www.polymerdatabase.com/polymers/poly-1-pentenylene.html']"
C=CC(F)(F)F,300.0,"['Prediction of Polymer Properties 3rd edition by Jozef Bicerano', 'https://pubs.acs.org/doi/full/10.1021/ci010062o']"
