"chemical","error","Stat_Pt","Jobs","imag","HF","Gibbs_Gas","Gibbs_Water","Gibbs_Oct","Enthalpy_Gas","Enthalpy_Water","Enthalpy_Oct","Volume","Radius","Etherm","Cv","S","qp","qm","alpha_avg","quad_avg","log_Kow","kow_vol","kow_rad"
"poly_isobutyl_acrylate_3M","999",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poly_isobutyl_methacrylate_3M","DNF","Yes",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poly_isobutylene_3M",NA,"Yes",8,0,"-472.9474493",-472.628298,-472.622621,-472.634282,-472.570439,-472.564821,-472.576398,169.362,9.4,235.985,61.474,121.774,0.060787,-0.415802,127.027333333333,-81.8192,5.35898918341873,0.0316422171645276,0.570105232278588
"poly_isoprene_3M",NA,"Yes",8,0,"-587.2210246",-586.897762,-586.893643,-586.908258,-586.825828,-586.822569,-586.836282,195.763,9.82,247.397,70.295,151.397,0.13176,-0.431134,164.083333333333,-95.0287,6.71654462875413,0.0343095714141801,0.683965848141969
"poly_isopropyl_methacrylate_3M","DNF","Yes",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poly_methyl_acrylate_3M",NA,"Yes",8,0,"-920.7022337",-920.43176,-920.447055,-920.448375,-920.358754,-920.372677,-920.374572,203.068,9.93,214.944,72.816,153.653,0.094082,-0.535587,139.584,-95.4721333333333,0.606625994556906,0.00298730471840421,0.0610902310732031
"poly_methyl_methacrylate_3M",NA,"Yes",8,0,"-1038.6268487",-1038.277865,-1038.291511,-1038.294825,-1038.195274,-1038.20953,-1038.213386,223.085,10.21,270.225,90.325,173.828,0.095089,-0.534156,171.284,-111.531866666667,1.52299889838688,0.00682698925695084,0.149167374964435
"poly_n_butyl_acrylamide_3M","DNF","Yes",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poly_n_butyl_acrylate_3M","DNF","Yes",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poly_n_butyl_ether_3M",NA,"Yes",8,0,"-934.4709083",-933.989617,-933.99401,-934.00902,-933.895744,-933.90006,-933.915039,291.805,11.08,360.329,98.094,197.572,0.10257,-0.465804,207.198333333333,-128.7832,6.89807286192276,0.0236393237330503,0.622569752881115
"poly_n_heptyl_acrylate_3M","DNF","Yes",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poly_n_hexyl_acrylate_3M","DNF","Yes",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poly_n_nonyl_acrylate_3M","DNF","Yes",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poly_n_octyl_acrylate_3M","999",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poly_n_octyl_methacrylate_3M","DNF","Yes",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poly_n_propyl_acrylate_3M","DNF","Yes",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poly_n_propyl_methacrylate_3M","DNF","Yes",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poly_neopentyl_methacrylate_3M","DNF","Yes",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poly_p_methyl_styrene_3M","DNF","Yes",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poly_propylene_3M",NA,"Yes",8,0,"-355.0231424",-354.786154,-354.781254,-354.791533,-354.734583,-354.729763,-354.739932,137.044,8.82,180.481,44.804,108.541,0.067513,-0.307975,96.8301333333333,-61.6319666666667,4.72387014977104,0.034469733441603,0.535586184781297
"poly_propylene_oxide_3M",NA,"Yes",8,0,"-580.6545202",-580.409703,-580.419209,-580.424222,-580.34929,-580.35869,-580.363946,149.217,9.05,190.942,55.415,127.15,0.367464,-0.629968,108.041433333333,-76.8684333333333,2.30380008372089,0.0154392601628561,0.254563545162529
"poly_sec_butyl_methacrylate_3M","DNF","Yes",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poly_styrene_3M",NA,"Yes",8,0,"-930.2249845",-929.844307,-929.846838,-929.86257,-929.767744,-929.770756,-929.786267,269.851,10.82,286.33,84.384,161.139,0.126757,-0.247158,233.510333333333,-139.358966666667,7.22987889831811,0.026792114531049,0.668195831637534
"poly_tert_butyl_acrylate_3M","DNF","Yes",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poly_vinyl_acetate_3M",NA,"Yes",8,0,"-920.7163481",-920.451766,-920.468174,-920.470745,-920.375003,-920.391119,-920.393644,201.708,9.91,213.605,73.781,161.56,0.136931,-0.573741,141.373,-117.429133333333,1.18154199386899,0.00585768533657061,0.119227244588192
"poly_vinyl_chloride_3M",NA,"Yes",8,0,"-1615.8744667",-1615.750141,-1615.758186,-1615.767716,-1615.698514,-1615.706547,-1615.7157,135.201,8.79,109.82,38.535,108.658,0.107926,-0.299283,93.2719,-75.0033,4.37965585440205,0.0323936646504245,0.498254363413202
"poly_vinyl_chloroacetate_3M","DNF","Yes",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"poly_vinyl_trifluoroacetate_3M",NA,"Yes",8,0,"-1813.8255452",-1813.644499,-1813.650883,-1813.65673,-1813.547722,-1813.555784,-1813.561676,213.755,10.08,173.744,93.81,203.683,0.140068,-0.514321,143.255,-158.381366666667,2.68707741659561,0.012570828362357,0.266575140535279
